"sort_order","recipe_key","zh_name","en_name","assigned_to","prompt_version","status","local_filename","storage_path","cover_image_url","card_image_url","qa_notes"
"122","sausage_potato_pan","香肠土豆锅","Sausage Potato Pan","同学电脑","food-photo-v1","pending","sausage_potato_pan_v1.webp","recipe-images/v0.1/sausage_potato_pan_v1.webp","","",""
"123","ground_turkey_tomato_egg","火鸡碎番茄蛋","Ground Turkey Tomato Egg","主控电脑","food-photo-v1","pending","ground_turkey_tomato_egg_v1.webp","recipe-images/v0.1/ground_turkey_tomato_egg_v1.webp","","",""
"124","edamame_egg_fried_rice","毛豆鸡蛋炒饭","Edamame Egg Fried Rice","同学电脑","food-photo-v1","pending","edamame_egg_fried_rice_v1.webp","recipe-images/v0.1/edamame_egg_fried_rice_v1.webp","","",""
"125","carrot_pea_fried_rice","胡萝卜豌豆炒饭","Carrot Pea Fried Rice","主控电脑","food-photo-v1","pending","carrot_pea_fried_rice_v1.webp","recipe-images/v0.1/carrot_pea_fried_rice_v1.webp","","",""
"126","broccoli_egg_fried_rice","西兰花鸡蛋炒饭","Broccoli Egg Fried Rice","同学电脑","food-photo-v1","pending","broccoli_egg_fried_rice_v1.webp","recipe-images/v0.1/broccoli_egg_fried_rice_v1.webp","","",""
"127","cabbage_egg_noodles","卷心菜鸡蛋面","Cabbage Egg Noodles","主控电脑","food-photo-v1","pending","cabbage_egg_noodles_v1.webp","recipe-images/v0.1/cabbage_egg_noodles_v1.webp","","",""
"128","tomato_tofu_noodles","番茄豆腐面","Tomato Tofu Noodles","同学电脑","food-photo-v1","pending","tomato_tofu_noodles_v1.webp","recipe-images/v0.1/tomato_tofu_noodles_v1.webp","","",""
"129","mushroom_pork_noodles","蘑菇肉片面","Mushroom Pork Noodles","主控电脑","food-photo-v1","pending","mushroom_pork_noodles_v1.webp","recipe-images/v0.1/mushroom_pork_noodles_v1.webp","","",""
"130","beef_spinach_noodles","牛肉菠菜面","Beef Spinach Noodles","同学电脑","food-photo-v1","pending","beef_spinach_noodles_v1.webp","recipe-images/v0.1/beef_spinach_noodles_v1.webp","","",""
"131","shrimp_spinach_noodles","虾仁菠菜面","Shrimp Spinach Noodles","主控电脑","food-photo-v1","pending","shrimp_spinach_noodles_v1.webp","recipe-images/v0.1/shrimp_spinach_noodles_v1.webp","","",""
"132","tuna_corn_noodles","金枪鱼玉米拌面","Tuna Corn Noodles","同学电脑","food-photo-v1","pending","tuna_corn_noodles_v1.webp","recipe-images/v0.1/tuna_corn_noodles_v1.webp","","",""
"133","cabbage_carrot_ramen","卷心菜胡萝卜拉面","Cabbage Carrot Ramen","主控电脑","food-photo-v1","pending","cabbage_carrot_ramen_v1.webp","recipe-images/v0.1/cabbage_carrot_ramen_v1.webp","","",""
"134","tofu_mushroom_udon","豆腐蘑菇乌冬","Tofu Mushroom Udon","同学电脑","food-photo-v1","pending","tofu_mushroom_udon_v1.webp","recipe-images/v0.1/tofu_mushroom_udon_v1.webp","","",""
"135","potato_egg_rice_bowl","土豆鸡蛋盖饭","Potato Egg Rice Bowl","主控电脑","food-photo-v1","pending","potato_egg_rice_bowl_v1.webp","recipe-images/v0.1/potato_egg_rice_bowl_v1.webp","","",""
"136","sweet_potato_egg_bowl","红薯鸡蛋饭碗","Sweet Potato Egg Bowl","同学电脑","food-photo-v1","pending","sweet_potato_egg_bowl_v1.webp","recipe-images/v0.1/sweet_potato_egg_bowl_v1.webp","","",""
"137","tomato_chicken_rice_bowl","番茄鸡肉盖饭","Tomato Chicken Rice Bowl","主控电脑","food-photo-v1","pending","tomato_chicken_rice_bowl_v1.webp","recipe-images/v0.1/tomato_chicken_rice_bowl_v1.webp","","",""
"138","cabbage_tofu_rice_bowl","卷心菜豆腐盖饭","Cabbage Tofu Rice Bowl","同学电脑","food-photo-v1","pending","cabbage_tofu_rice_bowl_v1.webp","recipe-images/v0.1/cabbage_tofu_rice_bowl_v1.webp","","",""
"139","broccoli_tofu_rice_bowl","西兰花豆腐饭","Broccoli Tofu Rice Bowl","主控电脑","food-photo-v1","pending","broccoli_tofu_rice_bowl_v1.webp","recipe-images/v0.1/broccoli_tofu_rice_bowl_v1.webp","","",""
"140","spinach_egg_rice_bowl","菠菜鸡蛋饭","Spinach Egg Rice Bowl","同学电脑","food-photo-v1","pending","spinach_egg_rice_bowl_v1.webp","recipe-images/v0.1/spinach_egg_rice_bowl_v1.webp","","",""
"141","mushroom_beef_rice_bowl","蘑菇牛肉盖饭","Mushroom Beef Rice Bowl","主控电脑","food-photo-v1","pending","mushroom_beef_rice_bowl_v1.webp","recipe-images/v0.1/mushroom_beef_rice_bowl_v1.webp","","",""
"142","onion_pork_rice_bowl","洋葱猪肉盖饭","Onion Pork Rice Bowl","同学电脑","food-photo-v1","pending","onion_pork_rice_bowl_v1.webp","recipe-images/v0.1/onion_pork_rice_bowl_v1.webp","","",""
"143","scallion_egg_udon","葱花鸡蛋乌冬","Scallion Egg Udon","主控电脑","food-photo-v1","pending","scallion_egg_udon_v1.webp","recipe-images/v0.1/scallion_egg_udon_v1.webp","","",""
"144","green_bean_chicken","四季豆鸡胸肉","Green Bean Chicken","同学电脑","food-photo-v1","pending","green_bean_chicken_v1.webp","recipe-images/v0.1/green_bean_chicken_v1.webp","","",""
"145","green_bean_beef","四季豆牛肉片","Green Bean Beef","主控电脑","food-photo-v1","pending","green_bean_beef_v1.webp","recipe-images/v0.1/green_bean_beef_v1.webp","","",""
"146","cauliflower_egg_stir_fry","花椰菜炒蛋","Cauliflower Egg Stir Fry","同学电脑","food-photo-v1","pending","cauliflower_egg_stir_fry_v1.webp","recipe-images/v0.1/cauliflower_egg_stir_fry_v1.webp","","",""
"147","corn_egg_pancake","玉米鸡蛋饼","Corn Egg Pancake","主控电脑","food-photo-v1","pending","corn_egg_pancake_v1.webp","recipe-images/v0.1/corn_egg_pancake_v1.webp","","",""
"148","scallion_flour_pancake","简易葱花饼","Simple Scallion Pancake","同学电脑","food-photo-v1","pending","scallion_flour_pancake_v1.webp","recipe-images/v0.1/scallion_flour_pancake_v1.webp","","",""
"149","cabbage_egg_pancake","卷心菜鸡蛋饼","Cabbage Egg Pancake","主控电脑","food-photo-v1","pending","cabbage_egg_pancake_v1.webp","recipe-images/v0.1/cabbage_egg_pancake_v1.webp","","",""
"150","potato_egg_pancake","土豆鸡蛋饼","Potato Egg Pancake","同学电脑","food-photo-v1","pending","potato_egg_pancake_v1.webp","recipe-images/v0.1/potato_egg_pancake_v1.webp","","",""
"151","sweet_potato_oat_pancake","红薯燕麦饼","Sweet Potato Oat Pancake","主控电脑","food-photo-v1","pending","sweet_potato_oat_pancake_v1.webp","recipe-images/v0.1/sweet_potato_oat_pancake_v1.webp","","",""
"152","steamed_egg_custard","家常蒸蛋","Steamed Egg Custard","同学电脑","food-photo-v1","pending","steamed_egg_custard_v1.webp","recipe-images/v0.1/steamed_egg_custard_v1.webp","","",""
"153","microwave_tofu_egg","微波豆腐蒸蛋","Microwave Tofu Egg","主控电脑","food-photo-v1","pending","microwave_tofu_egg_v1.webp","recipe-images/v0.1/microwave_tofu_egg_v1.webp","","",""
"154","rice_cooker_tomato_rice","电饭煲番茄饭","Rice Cooker Tomato Rice","同学电脑","food-photo-v1","pending","rice_cooker_tomato_rice_v1.webp","recipe-images/v0.1/rice_cooker_tomato_rice_v1.webp","","",""
"155","rice_cooker_mushroom_chicken","电饭煲蘑菇鸡肉饭","Rice Cooker Mushroom Chicken Rice","主控电脑","food-photo-v1","pending","rice_cooker_mushroom_chicken_v1.webp","recipe-images/v0.1/rice_cooker_mushroom_chicken_v1.webp","","",""
"156","rice_cooker_corn_egg_rice","电饭煲玉米鸡蛋饭","Rice Cooker Corn Egg Rice","同学电脑","food-photo-v1","pending","rice_cooker_corn_egg_rice_v1.webp","recipe-images/v0.1/rice_cooker_corn_egg_rice_v1.webp","","",""
"157","bok_choy_noodle_soup","小白菜汤面","Bok Choy Noodle Soup","主控电脑","food-photo-v1","pending","bok_choy_noodle_soup_v1.webp","recipe-images/v0.1/bok_choy_noodle_soup_v1.webp","","",""
"158","miso_tofu_noodles","味噌豆腐面","Miso Tofu Noodles","同学电脑","food-photo-v1","pending","miso_tofu_noodles_v1.webp","recipe-images/v0.1/miso_tofu_noodles_v1.webp","","",""
"159","gochujang_tofu_rice_bowl","辣酱豆腐饭","Gochujang Tofu Rice Bowl","主控电脑","food-photo-v1","pending","gochujang_tofu_rice_bowl_v1.webp","recipe-images/v0.1/gochujang_tofu_rice_bowl_v1.webp","","",""
"160","curry_egg_fried_rice","咖喱鸡蛋炒饭","Curry Egg Fried Rice","同学电脑","food-photo-v1","pending","curry_egg_fried_rice_v1.webp","recipe-images/v0.1/curry_egg_fried_rice_v1.webp","","",""
"161","air_fryer_chicken_potato","空气炸锅鸡肉土豆","Air Fryer Chicken Potato","主控电脑","food-photo-v1","pending","air_fryer_chicken_potato_v1.webp","recipe-images/v0.1/air_fryer_chicken_potato_v1.webp","","",""
"162","air_fryer_tofu_broccoli","空气炸锅豆腐西兰花","Air Fryer Tofu Broccoli","同学电脑","food-photo-v1","pending","air_fryer_tofu_broccoli_v1.webp","recipe-images/v0.1/air_fryer_tofu_broccoli_v1.webp","","",""
"163","air_fryer_sweet_potato_egg","空气炸锅红薯鸡蛋盘","Air Fryer Sweet Potato Egg Plate","主控电脑","food-photo-v1","pending","air_fryer_sweet_potato_egg_v1.webp","recipe-images/v0.1/air_fryer_sweet_potato_egg_v1.webp","","",""
"164","tuna_potato_salad","金枪鱼土豆沙拉","Tuna Potato Salad","同学电脑","food-photo-v1","pending","tuna_potato_salad_v1.webp","recipe-images/v0.1/tuna_potato_salad_v1.webp","","",""
"165","cold_tofu_cucumber_salad","黄瓜拌豆腐","Cold Tofu Cucumber Salad","主控电脑","food-photo-v1","pending","cold_tofu_cucumber_salad_v1.webp","recipe-images/v0.1/cold_tofu_cucumber_salad_v1.webp","","",""
"166","tomato_cucumber_salad","番茄黄瓜沙拉","Tomato Cucumber Salad","同学电脑","food-photo-v1","pending","tomato_cucumber_salad_v1.webp","recipe-images/v0.1/tomato_cucumber_salad_v1.webp","","",""
"167","avocado_egg_salad_toast","牛油果鸡蛋沙拉吐司","Avocado Egg Salad Toast","主控电脑","food-photo-v1","pending","avocado_egg_salad_toast_v1.webp","recipe-images/v0.1/avocado_egg_salad_toast_v1.webp","","",""
"168","chickpea_spinach_stew","鹰嘴豆菠菜炖菜","Chickpea Spinach Stew","同学电脑","food-photo-v1","pending","chickpea_spinach_stew_v1.webp","recipe-images/v0.1/chickpea_spinach_stew_v1.webp","","",""
"169","black_bean_tomato_rice","黑豆番茄饭","Black Bean Tomato Rice","主控电脑","food-photo-v1","pending","black_bean_tomato_rice_v1.webp","recipe-images/v0.1/black_bean_tomato_rice_v1.webp","","",""
"170","kidney_bean_corn_rice_bowl","红腰豆玉米饭碗","Kidney Bean Corn Rice Bowl","同学电脑","food-photo-v1","pending","kidney_bean_corn_rice_bowl_v1.webp","recipe-images/v0.1/kidney_bean_corn_rice_bowl_v1.webp","","",""
"171","canned_mushroom_pasta","罐头蘑菇意面","Canned Mushroom Pasta","主控电脑","food-photo-v1","pending","canned_mushroom_pasta_v1.webp","recipe-images/v0.1/canned_mushroom_pasta_v1.webp","","",""
"172","spinach_garlic_pasta","蒜香菠菜意面","Spinach Garlic Pasta","同学电脑","food-photo-v1","pending","spinach_garlic_pasta_v1.webp","recipe-images/v0.1/spinach_garlic_pasta_v1.webp","","",""
"173","eggplant_tomato_pasta","茄子番茄意面","Eggplant Tomato Pasta","主控电脑","food-photo-v1","pending","eggplant_tomato_pasta_v1.webp","recipe-images/v0.1/eggplant_tomato_pasta_v1.webp","","",""
"174","zucchini_tomato_pasta","西葫芦番茄意面","Zucchini Tomato Pasta","同学电脑","food-photo-v1","pending","zucchini_tomato_pasta_v1.webp","recipe-images/v0.1/zucchini_tomato_pasta_v1.webp","","",""
"175","tuna_spinach_pasta","金枪鱼菠菜意面","Tuna Spinach Pasta","主控电脑","food-photo-v1","pending","tuna_spinach_pasta_v1.webp","recipe-images/v0.1/tuna_spinach_pasta_v1.webp","","",""
"176","chicken_tomato_pasta","鸡肉番茄意面","Chicken Tomato Pasta","同学电脑","food-photo-v1","pending","chicken_tomato_pasta_v1.webp","recipe-images/v0.1/chicken_tomato_pasta_v1.webp","","",""
"177","salmon_rice_bowl","三文鱼饭碗","Salmon Rice Bowl","主控电脑","food-photo-v1","pending","salmon_rice_bowl_v1.webp","recipe-images/v0.1/salmon_rice_bowl_v1.webp","","",""
"178","shrimp_avocado_wrap","虾仁牛油果卷饼","Shrimp Avocado Wrap","同学电脑","food-photo-v1","pending","shrimp_avocado_wrap_v1.webp","recipe-images/v0.1/shrimp_avocado_wrap_v1.webp","","",""
"179","tofu_lettuce_wrap","豆腐生菜卷","Tofu Lettuce Wrap","主控电脑","food-photo-v1","pending","tofu_lettuce_wrap_v1.webp","recipe-images/v0.1/tofu_lettuce_wrap_v1.webp","","",""
"180","egg_lettuce_toast","鸡蛋生菜吐司","Egg Lettuce Toast","同学电脑","food-photo-v1","pending","egg_lettuce_toast_v1.webp","recipe-images/v0.1/egg_lettuce_toast_v1.webp","","",""
"181","banana_apple_oat_bowl","香蕉苹果燕麦碗","Banana Apple Oat Bowl","主控电脑","food-photo-v1","pending","banana_apple_oat_bowl_v1.webp","recipe-images/v0.1/banana_apple_oat_bowl_v1.webp","","",""
"182","peanut_raisin_oats","花生酱葡萄干燕麦","Peanut Raisin Oats","同学电脑","food-photo-v1","pending","peanut_raisin_oats_v1.webp","recipe-images/v0.1/peanut_raisin_oats_v1.webp","","",""
"183","orange_chicken_salad","橙香鸡胸沙拉","Orange Chicken Salad","主控电脑","food-photo-v1","pending","orange_chicken_salad_v1.webp","recipe-images/v0.1/orange_chicken_salad_v1.webp","","",""
"184","grape_chicken_salad","葡萄鸡胸沙拉","Grape Chicken Salad","同学电脑","food-photo-v1","pending","grape_chicken_salad_v1.webp","recipe-images/v0.1/grape_chicken_salad_v1.webp","","",""
"185","pear_tuna_salad","梨子金枪鱼沙拉","Pear Tuna Salad","主控电脑","food-photo-v1","pending","pear_tuna_salad_v1.webp","recipe-images/v0.1/pear_tuna_salad_v1.webp","","",""
"186","pineapple_chicken_rice","菠萝鸡肉饭","Pineapple Chicken Rice","同学电脑","food-photo-v1","pending","pineapple_chicken_rice_v1.webp","recipe-images/v0.1/pineapple_chicken_rice_v1.webp","","",""
"187","cabbage_sausage_rice","卷心菜香肠饭","Cabbage Sausage Rice","主控电脑","food-photo-v1","pending","cabbage_sausage_rice_v1.webp","recipe-images/v0.1/cabbage_sausage_rice_v1.webp","","",""
"188","bacon_egg_fried_rice","培根鸡蛋炒饭","Bacon Egg Fried Rice","同学电脑","food-photo-v1","pending","bacon_egg_fried_rice_v1.webp","recipe-images/v0.1/bacon_egg_fried_rice_v1.webp","","",""
"189","chicken_wings_potato_pan","鸡翅土豆锅","Chicken Wings Potato Pan","主控电脑","food-photo-v1","pending","chicken_wings_potato_pan_v1.webp","recipe-images/v0.1/chicken_wings_potato_pan_v1.webp","","",""
"190","rice_cooker_drumstick_soy_chicken","电饭煲酱油鸡腿饭","Rice Cooker Soy Drumstick Rice","同学电脑","food-photo-v1","pending","rice_cooker_drumstick_soy_chicken_v1.webp","recipe-images/v0.1/rice_cooker_drumstick_soy_chicken_v1.webp","","",""
"191","pork_chop_onion_pan","洋葱猪排饭","Pork Chop Onion Rice Plate","主控电脑","food-photo-v1","pending","pork_chop_onion_pan_v1.webp","recipe-images/v0.1/pork_chop_onion_pan_v1.webp","","",""
"192","turkey_breast_cucumber_wrap","火鸡胸黄瓜卷饼","Turkey Breast Cucumber Wrap","同学电脑","food-photo-v1","pending","turkey_breast_cucumber_wrap_v1.webp","recipe-images/v0.1/turkey_breast_cucumber_wrap_v1.webp","","",""
"193","scallop_corn_egg_stir_fry","扇贝玉米滑蛋","Scallop Corn Egg Stir Fry","主控电脑","food-photo-v1","pending","scallop_corn_egg_stir_fry_v1.webp","recipe-images/v0.1/scallop_corn_egg_stir_fry_v1.webp","","",""
"194","imitation_crab_cucumber_egg_bowl","蟹肉棒黄瓜鸡蛋饭","Imitation Crab Cucumber Egg Bowl","同学电脑","food-photo-v1","pending","imitation_crab_cucumber_egg_bowl_v1.webp","recipe-images/v0.1/imitation_crab_cucumber_egg_bowl_v1.webp","","",""
"195","cod_broccoli_rice_bowl","鳕鱼西兰花饭","Cod Broccoli Rice Bowl","主控电脑","food-photo-v1","pending","cod_broccoli_rice_bowl_v1.webp","recipe-images/v0.1/cod_broccoli_rice_bowl_v1.webp","","",""
"196","frozen_corn_egg_soup","冷冻玉米蛋花汤","Frozen Corn Egg Soup","同学电脑","food-photo-v1","pending","frozen_corn_egg_soup_v1.webp","recipe-images/v0.1/frozen_corn_egg_soup_v1.webp","","",""
"197","frozen_mixed_vegetable_tofu","冷冻杂蔬炒豆腐","Frozen Mixed Vegetable Tofu","主控电脑","food-photo-v1","pending","frozen_mixed_vegetable_tofu_v1.webp","recipe-images/v0.1/frozen_mixed_vegetable_tofu_v1.webp","","",""
"198","frozen_pea_chicken_fried_rice","冷冻豌豆鸡肉炒饭","Frozen Pea Chicken Fried Rice","同学电脑","food-photo-v1","pending","frozen_pea_chicken_fried_rice_v1.webp","recipe-images/v0.1/frozen_pea_chicken_fried_rice_v1.webp","","",""
"199","canned_mushroom_tofu_rice","罐头蘑菇豆腐饭","Canned Mushroom Tofu Rice Bowl","主控电脑","food-photo-v1","pending","canned_mushroom_tofu_rice_v1.webp","recipe-images/v0.1/canned_mushroom_tofu_rice_v1.webp","","",""
"200","lemon_garlic_white_fish","柠檬蒜香白鱼","Lemon Garlic White Fish","同学电脑","food-photo-v1","pending","lemon_garlic_white_fish_v1.webp","recipe-images/v0.1/lemon_garlic_white_fish_v1.webp","","",""
